source_system_code,policy_number,agency_id,agency_name,sub_category,group
TMF,T10074,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,T10080,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,T10081,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,T10085,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900061,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900062,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900063,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900064,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900065,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900066,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900085,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900171,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900178,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900445,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900446,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900528,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900529,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900546,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900910,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,WC900911,15090F,HEALTH,HEALTH - NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT,3
TMF,T10054,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,T10069,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900090,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900091,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900092,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900094,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900095,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900096,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900097,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900098,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900099,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900100,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900101,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900102,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900103,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900104,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900105,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900106,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900107,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900108,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900109,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,2
TMF,WC900110,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900111,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900113,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900114,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900159,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900170,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900187,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900191,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900197,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,2
TMF,WC900199,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900204,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900226,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900341,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900655,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,WC900777,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,2
TMF,WC900794,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,T10101,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,T10102,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,T10103,15090J,HEALTH,HEALTH - MURRUMBIDGEE LOCAL HEALTH DISTRICT,3
TMF,T10055,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900050,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900189,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900190,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900192,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900194,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900195,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900198,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900200,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900201,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900203,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900227,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900229,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,WC900256,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,T10098,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,T10099,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,T10100,15090K,HEALTH,HEALTH - SOUTHERN NSW LOCAL HEALTH DISTRICT,3
TMF,T10065,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,T10088,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,T10089,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900116,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900117,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900119,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900120,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900121,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900122,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900123,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900124,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900125,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900126,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900127,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900130,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900131,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900132,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900133,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900136,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900137,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900138,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900160,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900161,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900162,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900163,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900164,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900165,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900166,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900167,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900168,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900169,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900172,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900173,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900174,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900175,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900176,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900181,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900182,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900183,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900185,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900374,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900601,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900639,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900640,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900641,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900642,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900643,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900644,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900645,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900646,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900647,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900648,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900667,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900668,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900669,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900670,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900671,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900748,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900935,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900959,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,WC900975,15090L,HEALTH,HEALTH - WESTERN NSW LOCAL DISTRICT,3
TMF,T10066,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,WC900089,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,WC900115,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,WC900118,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,WC900129,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,WC900134,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,WC900139,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,WC900603,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,WC900604,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,WC900745,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,T10090,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,T10091,15090M,HEALTH,HEALTH - FAR WEST LOCAL HEALTH DISTRICT,3
TMF,T10052,15090R,HEALTH,HEALTH - CLINICAL SUPPORT CLUSTER,Not assigned
TMF,T10053,15090S,HEALTH,HEALTH - CLINICAL SUPPORT CLUSTER,Not assigned
TMF,T10023,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10025,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10026,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10027,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10050,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900080,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900196,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900259,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900345,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900349,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900441,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900444,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900502,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900503,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900504,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900535,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900654,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900673,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900679,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900751,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900776,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900778,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900779,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900783,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900793,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,WC900796,15090U,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10003,15090V,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10004,15090V,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10005,15090V,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10006,15090V,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10007,15090V,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10008,15090V,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10009,15090V,HEALTH,HEALTH - HEALTH REFORM TRANSITIONAL OFFICE,2
TMF,T10016,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,T10036,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,T10051,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,T10071,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900339,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900342,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900343,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900346,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900348,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900365,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900383,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900384,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900435,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900450,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900474,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900487,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900523,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900586,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900602,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900606,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900607,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900666,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900703,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900791,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900803,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900829,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900830,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900831,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900832,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900833,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900834,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900835,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900836,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900837,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900838,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900839,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900840,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900881,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,WC900906,15090V,HEALTH,HEALTH - PATHOLOGY SERVICES,2
TMF,T10070,15090W,HEALTH,HEALTH - ST VINCENT LOCAL HEALTH NETWORK,1
TMF,WC900078,15090W,HEALTH,HEALTH - ST VINCENT LOCAL HEALTH NETWORK,1
TMF,WC900081,15090W,HEALTH,HEALTH - ST VINCENT LOCAL HEALTH NETWORK,1
TMF,WC900249,15090W,HEALTH,HEALTH - ST VINCENT LOCAL HEALTH NETWORK,1
TMF,T10035,15190C,HEALTH,HEALTH - ALBURY WODONGA HEALTH,3
TMF,T10079,15190G,HEALTH,HEALTH - NSW SERVICE FOR THE TREATMENT AND REHABILITATION OF TORTURE AND TRAUMA SURVIVORS,1
